Robert K. Weiss,3,"32063,46429,63251","Comedy,None","Donald F. Muhich,Steve Guttenberg","2,3"
Robert Kaiser,2,"92021,92022",,"Jimmy Granato,Art Hodes","1,2"
Robert Kane Pappas,1,92844,Documentary,Charles Lewis,1
Robert Kaylor,4,"12446,17249,18853,20510","Documentary,None","Gary Busey,Eric Bruskotter","1,2"
Robert Kenner,5,"136167,154667,3404,92424,98785",,Joe Salatin,1
Robert Kevin Townsend,1,102857,Mystery & Thrillers,Patrick Bergin,1
Robert King,4,"50434,69038,89001,89002","Comedies,None",Kurt Fuller,2
Robert King (III),1,67358,,Kurt Fuller,1
Robert Kirk,6,"112800,11440,125981,142801,24620,77441",Action & Adventure,"Barrett Tillman,Phil Crowley","1,2"
Robert Klane,4,"42847,46664,47132,799","Comedy,None","Andrew McCarthy,Chick Vennera","1,3"
Robert Klein,1,116810,,Robert Klein,1
Robert Klemek,1,60548,,Various,1
Robert Klenner,1,107892,Drama,Paul Reardon,1
Robert Kline,3,"148921,156901,94670","Documentary,None",Sonny Barger,1
Robert Knights,10,"106308,112080,1323,153145,18416,40162,47845,65763,87454,95724","Drama,None",Martin Clunes,1
Robert Koenig,1,131374,,,
Róbert Koltai,1,105597,,Anna Györgyi,1
Robert Kramer,1,155364,,Paul Zimet,1
Robert Kubilos,14,"102083,31962,35857,42075,44579,45103,5912,60599,61311,62707,6797,69576,69577,86312",Horror,"Julie Cialini,Corinna Harney","2,3"
Robert Kurtzman,7,"118012,121918,2479,2502,30529,62451,66905","Horror,None","Wendy Benson-Landes,Andrew Divoff","5,6"
Robert L. Burrill,2,"115127,25119","Horror,None","Peter Falk,'Crazy George' Henderson","1,2"
Robert L. Collins,1,10622,,John Houseman,1
Robert L. Friend,19,"1833,33668,38949,38950,39327,39328,50436,55112,57209,61840,62987,63945,64293,67647,7024,70985,73769,73955,95664","None,Westerns","Bill Clark,Pernell Roberts","4,8"
Robert L. Levy,2,"31558,6707","Kids & Family,None",Taylor Negron,2
Robert L. Nichol,1,117955,,Richard Hoagland,1
Robert La Sardo,1,115608,Drama,Robert La Sardo,1
Robert Larkin,1,34266,"Action - Future,None",Sherri Newell,1
Robert Leacock,1,26854,,Nadja Auermann,1
Robert Learner,1,82930,,Taylor Wells,1
Robert Lee,9,"106064,107890,144220,32569,32570,32571,52736,52764,52765",,"Brian Bosworth,Rachel Hayward","3,4"
Robert Lee (III),4,"32570,32571,52765,62144",,"Richard Yee,Rachel Hayward","1,2"
Robert Lee King,4,"156134,25679,54678,54729","None,Romance","Mary Beth Aylesworth,Matt Keeslar","1,2"
Robert Legato,1,29021,Science Fiction,Colm Meaney,1
Robert Lemelson,2,"141776,151558",,,
Robert Lepage,3,"122738,124863,43973",,Patrick Goyette,1
Robert Lewis,3,"159069,86994,96103","Mystery,None",Ray Liotta,1
Robert Liano,1,84737,,Tim Eggert,1
Robert Licata,1,4606,,Theresa Constantine,1
Robert Lieberman,31,"10174,103488,107077,119802,127324,131092,143317,158329,158723,159987,160347,160450,160700,19653,27422,44065,44779,65057,65061,66113,67344,6753,6754,6755,7421,76390,76586,86488,86748,90246,90308","Kids & Family,Science Fiction","David Selby,Emilio Estevez","3,5"
Robert Long,1,22804,Action & Adventure,Larry Riley,1
Robert Longo,9,"1169,25175,25188,38848,43896,815,816,86989,985","Drama,None,None,Science Fiction","Dina Meyer,Keanu Reeves","8,9"
Robert Louis Stevenson,1,32682,"Horror,None",John Barrymore,1
Robert Lovy,2,"22492,58116",,"Dana Wheeler-Nicholson,Jim Metzler","1,2"
Robert Luke,1,135249,,Disko,1
Robert Luketic,19,"101274,109913,125296,128056,134576,139643,139823,141580,149089,15092,155479,5296,56395,58796,58865,60204,60205,81521,95892",Comedy,"Victor Garber,Luke Wilson","6,7"
Robert Lynn,1,157854,"Drama,None",Heinz Drache,1
Robert Lynn (II),4,"114740,51708,56876,72203",Science Fiction,"Barry Morse,Barbara Bain","2,3"
Robert M. Edsel,1,123034,,Joan Allen,1
Robert M. Leeds,5,"104771,106650,30085,47980,48973","Kids & Family,None","Max Jr. Baer,Raymond Bailey","2,5"
Robert M. Wise,1,105527,,Wolf Thomas,1
Robert M. Young,26,"10354,11309,14473,14880,15186,15586,157494,19635,24529,28696,28697,31705,35237,3798,3963,61915,61921,69284,70104,72228,73526,73527,74206,86099,89052,8946","Drama,None","James Russo,Edward James Olmos","3,12"
Robert Maass,1,97307,,,
Robert Madero,1,93084,,Jessica Jordan,1
Robert Maier,1,33517,Romance,Edith Massey,1
Robert Malenfant,6,"2500,29026,60906,61032,61033,6722","Horror,None","Nancy Dussault,Melanie Wilson","1,3"
Robert Manasier,2,"50690,58591",,,
Robert Mandel,37,"10448,12493,13842,13853,154556,18758,22874,27035,27315,28147,28834,29282,30800,33314,35190,3841,39365,39687,39731,41259,41334,41459,42009,48704,53934,58207,61426,61760,64390,6763,68030,68077,68607,71139,73870,75794,84814","Drama,None","Charles Cioffi,Cliff De Young","12,18"
Robert Mandell,5,"25493,25494,25495,26966,73840",Anime & Manga,"Barbara Jean Kearney,Laura Dean","4,5"
Robert Manganelli,1,82431,,Louise Fletcher,1
Robert Mann,2,"106364,51203",,James Bulleit,1
Robert Marcarelli,12,"137131,158865,17331,32649,39227,39902,45988,46033,5747,60678,71496,88581",Westerns,"Erez Atar,John Kay Steel","3,5"
Robert Marchand,2,"67762,74336",,Josh Picker,1
Robert Markowitz,31,"106272,118909,12241,137676,160611,18039,22,22952,26566,29321,30062,31866,44528,45777,49774,51697,51707,51858,54953,54954,6824,692,71338,71707,76219,76651,80007,89929,940,9428,97479","Drama,None,faith_&_spirituality,None","Christopher McDonald,Laurence Fishburne","3,5"
Robert Martens Nina Anderson,1,7718,,Robert Martens Nina Anderson,1
Robert Marty,1,7950,,Victor Borge,1
Robert Matzen,2,"110018,4926",Documentary,Valerie Sloan,1
Robert McCarty,1,87440,,Andrew Duncan,1
Robert McClellan,1,138497,Military & War,Harold Jonas,1
Robert McGinley,2,"57671,57701",Drama,Honey Lauren,2
Robert McGowan,1,128055,"Comedy,None",Spanky McFarland,1
Robert McGowen,4,"128085,128098,151975,152297",,The Little Rascals,1
Robert McKimson,28,"10421,11025,11026,115184,124948,14102,14130,14245,14483,15989,15991,16303,17239,17241,19504,19505,19509,20452,27710,27711,27712,2792,3466,37033,42126,43111,43740,55407","Comedy,None,Anime & Manga","Daws Butler,Mel Blanc","4,24"
Robert Mckimson,1,19501,"Anime & Manga,Comedy,None",Ben Frommer,1
Robert McNamarra,1,27986,,Will Cary Glieberman,1
Robert Menard,2,"130561,133905","Comedy,None",Carl Boulianne,2
Robert Meyer Burnett,5,"40691,40692,40693,50846,59027","Comedy,None","Jennifer Sommerfield,Rafer Weigel","2,4"
Robert Michael Lewis,11,"11247,122871,128698,14730,150878,16814,23809,3026,36727,43868,9137",,"Stephen Macht,Chuck Connors","1,2"
Robert Milazzo,2,"141932,154734",,"Dan McCabe,Mare Winningham","1,2"
Robert Milton,1,16044,,Leslie Howard,1
Robert Milton Wallace,1,33807,,Edward Tudor-Pole,1
Robert Mitchel,1,136104,,Tony Sandler,1
Robert Montgomery,8,"103328,141380,14407,15279,16923,3106,3672,55548","None,Westerns,Action & Adventure,None","Donna Reed,John Wayne","4,5"
Robert Moore,7,"158255,19230,24735,29883,4033,69645,72383","Mystery & Thrillers,None","Truman Capote,Eileen Brennan","3,4"
Robert Moresco,2,"105999,134643","Music Videos & Concerts,None","James Marsden,Dennis Hopper","1,2"
Robert Morin,2,"118565,71649",,"Gildor Roy,Jean-Guy Bouchard","1,2"
Robert Mugge,21,"116378,131176,131177,17276,25944,38810,40197,6442,6443,6444,6445,6446,6447,6448,6469,6470,6471,6507,6508,6509,71627","Documentary,None,Musicals,None","R.L. Burnside,Ken Tucker","3,4"
Robert Mulligan,32,"100334,10350,10372,107216,11155,11438,118292,12309,155204,16542,16942,19336,19463,19539,19838,19872,20091,2066,22001,26323,28725,34624,34625,36628,37079,42277,45485,51659,61105,80457,9462,97655","Drama,None,Drama","Rosemary Murphy,Ruth White","5,7"
Robert Munic,5,"33142,64870,8079,8185,8622","None,Science Fiction","Maryam d'Abo,Lee Jay Bamberry","1,2"
Robert Myhrum,1,27164,"Children's Cinema,None",Richard Hunt,1
Robert N Bradbury,9,"156908,16778,19015,19514,37411,38699,38700,59078,88913","None,Westerns","Robert Frazer,Verna Hillie","5,9"
Robert N. Brabury,1,39016,"None,Westerns",Henry Hall,1
Robert N. Bradbury,151,"10053,101920,104010,107406,107866,110238,112755,113408,113561,115880,11697,127502,128102,13005,13008,13009,132450,132889,133026,136310,139053,142926,148972,15071,15331,153434,15355,15356,15357,15363,153933,157222,159433,15994,16552,16778,17897,18075,19013,19014,19015,19435,19514,19591,19595,19596,19597,20150,20424,20648,20885,21163,21164,21166,21367,21841,22607,22608,22609,25348,25349,25351,25352,25354,25356,25581,26596,27094,29039,29040,29786,29962,29963,30595,30596,30597,30836,30837,30838,35519,36035,36037,36038,36039,36040,36864,36927,37411,37479,37481,37482,37676,37829,37830,37967,38294,38474,38559,38585,38617,38650,38695,38697,38700,38736,42963,44171,44229,44230,44256,49803,50077,50160,50663,50665,50678,52135,52190,52526,52569,52570,52586,52587,54556,54969,54970,54987,55245,55403,55501,57096,57520,59077,59078,59645,60998,63934,63935,63936,66481,67786,70887,77329,77491,82057,83319,84612,84656,89917,9101,91466","Action & Adventure,None,Westerns,None,Westerns","Edward Peil Sr.,John Wayne","30,111"
Robert N. Zagone,5,"108732,126471,136663,66139,94463","Kids & Family,Music Videos & Concerts",Janis Joplin,1
ROBERT N. ZAGONE,1,134705,,Danny Glover,1
Robert Napton,2,"133616,81284","Horror,None","Calvin Pabon,Jerry Rodriguez","1,2"
Robert Neal Marshall,2,"133006,148047",,Bill Miller,1
Robert Nevison,1,128167,,Bruce McLaren,1
Robert North Bradbury,16,"107866,112755,124835,21163,21164,21168,25348,25354,26596,50665,55403,60998,80945,86193,97710,98658","None,Westerns,Westerns - Action,None,Westerns","George 'Gabby' Hayes,John Wayne","4,7"
Robert Novaselic,1,83908,,,
Robert Nunez,1,132855,Gay & Lesbian,Jason Warner,1
Robert O'Hara,1,150227,"Kids & Family,None",DB Woodside,1
Robert O. Corley,1,160131,,Ellen Kennedy,1
Robert Oppel,1,154344,,Bea Arthur,1
Robert Oram,1,151114,Exercise & Fitness,Stephanie Oram,1
Robert Orr,1,157767,,Jay Dee Walters,1
Robert Ostberg,1,146207,,Johnny Carson,1
Robert Paak,1,130841,,Live,1
Robert Page,1,124193,,na,1
Robert Palumbo,1,57043,,David Wasson,1
Robert Parigi,2,"82777,83999","None,Romance",Robert Bagnell,2
Robert Parrish,12,"10813,10862,12324,126688,137233,22137,32023,46523,54939,71282,79085,90475","None,Science Fiction","Bernard Lee,Herbert Lom","2,3"
Robert Paschall Jr.,1,96427,Romance,Jack E. Jett,1
Robert Patrick,1,63591,Science Fiction,Steve Drexel,1
Robert Patton-Spruill,1,30397,,Geoffrey Rhue,1
Robert Pennybacker,1,110443,,Various,1
Robert Pennypacker,1,148953,,The Brothers Cazimero,1
Robert Persons,1,157240,,,
Robert Peters,1,133345,,Marek Harloff,1
Robert Petrarca,1,136769,,Wesley Stiller,1
Robert Pierce,1,8171,,Dale Comstock,1
Robert Pirosh,9,"120699,15741,25774,28170,30365,41714,80938,80948,89035","Drama,None","Lane Nakano,Van Johnson","5,6"
Robert Popper,1,75395,,Peter Serafinowicz,1
Robert Porter,4,"140879,154024,156959,158274",,"Carlos Alazraqui,Jim Cummings","2,3"
Robert Powers (II),1,112476,Kids & Family,Danica Lee,1
Robert Price,1,146059,,Giichi Ishii,1
Robert Pulcini,6,"116848,119213,147406,69151,78295,83075","Comedy,None","Chris Ambrose,Paul Giamatti","2,3"
Robert Quigley & Roberto Gavaldon,1,87214,,Pedro Galindo,1
Robert Radler,16,"12292,12293,129193,30449,31427,34672,41332,41334,45338,45711,45723,48085,50609,54186,54329,54330","Military & War,Action & Adventure,None","Kevin Smith,Treat Williams","4,6"
Robert Raphael Goodman,1,33196,,Gracie,1
Robert Rasmussen,2,"94606,94607",,"Kelly Cole Smith,Scott Whitesell","1,2"
Robert Ratti,1,105786,,Jorge Vargas,1
Robert Rauchenberg,1,7800,,Tom Davenport,1
Robert Redford,28,"10911,121291,123966,150773,21663,23675,31978,32302,32329,4094,42663,44584,44620,44623,45113,46739,47579,50322,54175,54336,54337,57740,57948,59107,61446,61736,86348,9964","Drama,None,DRAMA,None","Kristin Scott Thomas,Robert Redford","5,8"
Robert Reed,1,24540,,Robbie Rist,1
Robert Renzetti,5,"106424,46011,49265,53118,57797","Kids & Family,None","Cathy Cavadini,Derin Basden","1,4"
Robert Reppert,1,4592,,Ruth Reppert,1
Robert Resnikoff,3,"31900,46319,56642",,Elizabeth Arlen,3
Robert Rhine,1,13049,,Frank Fowler,1
Robert Rhodin,1,149835,,Various,1
Robert Richardson,4,"32302,32329,44584,44620","DRAMA,None",Kristin Scott Thomas,4
Robert Richter,7,"133476,133477,133478,133479,133793,133869,151986","None,Nonfiction",Father Roy Bourgeois,1
Robert Rodriguez,76,"103396,111899,111901,1164,118018,134170,138178,143183,146403,151745,151747,154530,157032,159389,19671,25546,25547,25696,26986,28858,29345,29611,33352,33706,36028,38136,38847,39479,4126,41619,41620,43902,43931,43970,44035,44479,44966,45009,46917,47656,47906,48770,50433,53978,54412,54522,5478,56458,57780,57788,58068,58069,58981,68406,68594,68595,71782,78182,78183,78185,78311,78623,78815,79754,8476,85345,897,92038,94133,94465,95588,96142,96378,96465,97183,98290","Kids & Family,None,Kids & Family","Alexa PenaVega,Antonio Banderas","14,37"
Robert Rosenberg,2,"26815,82095",,"Maua Adele Ajanaku,Rita Mae Brown","1,2"
Robert Roskind,2,"125262,133906",,"Les Cizec,Avian Rogers","1,2"
Robert Rossen,25,"125389,14011,144554,151693,15531,1866,18766,21273,22391,33659,3995,4030,4123,4204,43820,46227,53179,53288,56669,63287,63343,65471,66286,67587,84930","Drama,None","John Ireland,Jackie Gleason","4,8"
Robert Rundle,1,136207,,Chris Thomas King,1
Robert S. Baker,8,"128648,136265,28214,55875,55916,61138,61139,67622","Drama,Horror,None,Mystery & Thrillers","Maxwell Reed,Roger Moore","1,6"
Robert S. Fiveson,3,"43521,45000,80217",,"Keenan Wynn,Paulette Breen","2,3"
Robert S. Mills,1,78786,,Ann Gillanders,1
Robert Saitzyk,1,142376,"Drama,None",Courtney Halverson,1
Robert Salin,1,145481,,Yvette Mimieux,1
ROBERT SALIS,1,111850,,,
Robert Salis,1,86496,,Elodie Navarre,1
Robert Sams,2,"100191,133332",Kids & Family,,
Robert Sarkies,3,"124688,71250,71699","Mystery & Thrillers,None","Lois Lawn,Taika Waititi","1,2"
Robert Scheerer,10,"106735,31225,4770,51031,68814,77661,77663,92617,97648,98055",Kids & Family,"Eddie Albert,Eleanor Parker","1,2"
Robert Schindel,1,85495,,Ruth Rieser,1
Robert Schmok,1,102192,,Artist Not Provided,1
Robert Schrock,1,118549,, Jason Currie,1
Robert Schwentke,6,"131081,145612,150624,99784,99785,99786","ACTION/ADVENTURE,Comedy","John Malkovich,Kate Beahan","2,3"
Robert Scott,1,8995,,Roxanna Augesen,1
Robert Scull,3,"100182,102797,95818","Anime & Manga,Kids & Family","Naelee Rae,Thomas Sharkey","2,3"
Robert Shallcross,1,134613,,Trevor Morgan,1
Robert Shaman,3,"113245,113246,131209",,"Kevala,Debra Secunda","1,2"
Robert Sharma,1,147111,,Debra Secunda,1
Robert Sharpe,3,"154100,8027,8032",faith_&_spirituality,Tim Hawkins,3
Robert Shellhorn,4,"13324,13480,13481,15033",Anime & Manga,Henry Corden,4
Robert Siegel,1,140932,,Matt Servitto,1
Robert Sigl,10,"129051,29980,50559,63957,65156,65157,65218,65219,75302,76805",Science Fiction,"Nigel Bennett,Brian Downey","6,9"
Robert Singer,2,"84660,84863",,"Louis Lombard,Noam Jenkins","1,2"
Robert Siodmak,26,"10431,10718,121326,125525,128669,141130,150207,151639,15225,156495,2002,2020,2097,29868,30750,31258,31259,35442,45721,535,57025,68514,73213,76695,80460,9622","Drama,None,Comedy,None","Jeffrey Hunter,Burt Lancaster","4,6"
Robert Sizemore,1,107732,,Brigitte Nielsen,1
Robert Small,2,"147925,156413",Kids & Family,Cedric the Entertainer,1
Robert Small Entertainment,1,145653,,Rachael Ray,1
Robert Smigel,29,"11685,16500,17310,17911,20047,20049,20653,25478,36330,36331,36332,36333,38835,40063,40064,40866,41887,48860,51357,63805,63806,65028,6764,6765,74801,74802,74803,74805,75665","Comedy,None","Seth Meyers,Robert Smigel","10,29"
Robert Smith,1,4829,,,
Robert Smith (III),1,20605,,Porl Thompson,1
Robert Snyder,3,"25268,38971,77232",,Indira Gandhi,2
Robert Sparks,1,40989,Comedy,Arthur Lake,1
Robert Sparr,1,114244,,Lawrence P. Casey,1
Robert Spiers,4,"31646,49657,49658,74716",,"Adrian Edmondson,Dawn French","1,3"
Robert Stadd,1,118559,Fantasy,Erin Ross,1
Robert Stephens,1,153026,,Richard Fullerton,1
Robert Stevens,3,"155889,45451,9648",Romance,"Rory Calhoun,Steve McQueen","1,2"
Robert Stevenson,85,"10574,119655,12438,12670,12744,133389,140761,145683,147520,148835,159080,159282,16043,16062,16063,160706,19193,19860,20571,25012,2631,26488,26542,28023,28118,28405,28614,28622,29347,29994,30524,30606,30610,33327,33892,35990,36270,36273,36672,36675,37464,37749,37970,38065,38116,39677,41740,42184,42516,42576,44382,45818,45824,46438,46472,46770,47017,47367,48484,48882,49825,516,52084,52455,53196,54916,56343,57305,60483,60484,63026,63543,68831,70727,74563,75263,77841,79740,81220,81638,85529,86609,8667,8671,8723","Drama,None,Kids & Family,None","Tommy Kirk,David Tomlinson","15,19"
ROBERT STEVENSON,1,121513,"Drama,None",Thomas Mitchell,1
Robert Stone,5,"139580,142332,30940,78219,78220",,"Daniel Fry,Kilon Bauno","1,2"
Robert Stone Talent,1,142332,,.,1
Robert Strane,2,"73053,73054",,"Bradford Wallace,William Jay","1,2"
Robert Strane (II),1,73054,,Bradford Wallace,1
Robert Swezey,1,38443,,Robert Swezey,1
Robert Swope,11,"83296,84260,84261,84262,85615,85616,85944,85945,86595,86596,86598",,"Tommy Ellison,The Burden Lifters","2,3"
Robert T,1,5218,,Bibleman-Powersource,1
Robert T Davies,1,79248,,Alan Davies,1
Robert T. Megginson,1,115155,,Carol Baxter,1
Robert Tai,10,"106986,34032,38581,52410,53543,53544,53629,53633,66243,66320",Foreign,"Hao-Yi Liu,Alexander Rei Lo","3,6"
Robert Taicher,2,"116795,91139",Military & War,Molly Ivins,1
Robert Tansay,1,113276,"None,Westerns",Max Terhune,1
Robert Tansey,1,133823,Westerns,Ward Bond,1
Robert Tansey) Robert Emmett Tansey (a/k/a Robert Emmett,2,"155330,65213","Action & Adventure,None","Syd Saylor,Roscoe Ates","1,2"
Robert Tapert,1,61949,"Action & Adventure,None",Hudson Leick,1
Robert Tate,1,140993,,Jay McCarroll,1
Robert Taylor,8,"11270,11915,132476,45452,73229,97799,97800,97801","Anime & Manga,Kids & Family","Michael Bell,Christi Taylor","2,3"
Robert Taylor (III),1,16155,,Rob Paulsen,1
Robert Thayer,1,143581,,Claudia Medeiros,1
Robert Thompson,1,158315,Kids & Family,Alfre Woodard,1
Robert Thornby,1,142526,Romance,Frank Lanning,1
Robert Tiffe,3,"22940,73459,85682",,Shanna Barbagallo,1
Robert Tiffi,1,85682,,Mia Zottoli,1
Robert Tinlot,1,97820,,,
Robert Tinnel,1,105267,Kids & Family,Rene Simard,1
Robert Tinnell,6,"154165,32972,32973,35039,35040,55633",,"Justin Bradley,Lynne Adams","2,3"
Robert Totten,10,"101607,111540,117881,12987,15964,23427,25655,31693,64091,84649",,"Ron Howard,Tom Selleck","2,5"
Robert Towne,13,"101905,104439,11646,11647,2967,2968,30516,33230,44429,44662,46483,46655,56436","Action & Adventure,None,Romance","Donald Sutherland,Mel Gibson","4,8"
Robert Townsend,30,"10297,10333,10696,120903,129686,141745,142446,1516,155818,36623,42345,46394,47043,51163,52822,54486,54528,56368,56741,60152,60534,65385,65435,66990,67043,68444,68813,73300,8083,99149","Drama,None,Comedy,None","Ving Rhames,Robert Townsend","3,7"
Robert Trachtenberg,4,"53686,66026,66096,67042",Musicals,"Angela Lansbury,Gene Kelly","1,3"
Robert Trebor,2,"2086,2087",,Robert Trebor,2
Robert Tronson,6,"109905,135171,144307,150270,79733,84979",Mystery & Thrillers,Dominic Monaghan,1
Robert Tutak,1,154212,"Comedy,None",Jacob Michaels,1
Robert Uth,4,"105910,136222,51533,56684","Music Videos & Concerts,Nonfiction",Dick Bernard,1
Robert V. Barron,23,"154298,154299,154300,20492,21648,55573,57646,58289,58290,59256,59455,59957,59958,59960,61408,61409,62697,63001,66655,68254,79046,82032,9020","Military & War,Military & War,None","Melissa Newman,Robert Axelrod","2,20"
Robert V. Galluzzo,1,145950,,Henry Thomas,1
Robert Valentine,1,148806,,Sasha Paul,1
Robert Van Ackeren,1,116902,,,
Robert Vaughn,2,"38491,84857",,"Tony Anholt,Robert Vaughn","1,2"
Robert Vernon,2,"54847,5636","Drama,faith_&_spirituality,None",Leo Rossi,1
Robert Veze,2,"15619,70760",,David Millbern,2
Robert Vignola,1,91743,,Randolph Scott,1
Robert Vince,17,"101889,106143,107853,121186,135766,135916,144157,152691,51730,53046,60406,60467,60468,60469,61720,63103,63105","Action & Adventure,Kids & Family","Richard Karn,Bernie","4,5"
Robert Vincent O'Neill,3,"23322,69902,72337","Action & Adventure,None","Robert F. Lyons,Betsy Russell","1,2"
Robert Vinci,1,120365,,,
Robert Visser,1,94800,Documentary,Gabriella Trsek,1
Robert Vitrano,1,119405,,Place Value,1
Robert Voskanian,1,58269,,Richard Hanners,1
Robert Walker,5,"36089,79683,79684,81646,81648","Kids & Family,None",Jeremy Suarez,5
Robert Wallis,9,"120316,120893,124358,139886,139986,60254,60606,61603,68460",Music Videos & Concerts,"Charli Persip,Steve Smith","1,2"
Robert Warmflash,1,160779,,Charles Bonet,1
Robert Warren,1,58939,,Katheryn,1
Robert Weber,4,"67094,75999,80899,97096",,Braze,1
Robert Weide,1,156403,,Larry David,1
Robert Welkner,1,120039,,Taryn Southern,1
Robert Whittlesey,1,62491,,Liam Neeson (narrator),1
Robert Widener,1,108369,,,
Robert Wiemer,3,"19119,80309,82174","None,Romance","Jack Ryland,Tom Shea","1,2"
Robert Wiene,10,"122619,122717,15011,26378,31922,37323,41183,46833,71830,85302",Kids & Family,"Lil Dagover,Werner Krauss","5,7"
Robert Wilson,6,"107280,108722,111714,1293,150114,150115","Music Videos & Concerts,Romance,Horror","Pierette Alarie,Georg Nigl","1,2"
Robert Winthrop,1,28426,"Action & Adventure,None",Tom Arntzen,1
Robert Wise,110,"10090,10986,111022,113026,11765,118172,12906,12943,134622,138323,14052,14264,142735,14494,146862,148973,150208,15102,151590,15211,153263,15396,154305,15491,156608,16429,17950,18009,18797,19781,20042,21961,21964,22317,2255,26798,27045,27046,27049,27088,27126,27594,31644,31963,32362,33137,33138,3515,3516,3593,36733,36753,3692,37689,38703,38992,41500,42308,42760,42809,42896,43038,43196,44281,44568,44847,45328,45382,45688,45918,46845,48366,48627,51300,51576,52910,53145,53341,53581,53669,54297,55676,57274,59093,62725,63341,64573,64687,64688,69502,70063,70649,70670,70677,72214,74161,75335,75367,77498,80252,8080,81940,8411,8719,9247,9258,93378,93380,95459,9955","Music Videos & Concerts,Drama,None","Richard Haydn,Julie Andrews","21,32"
ROBERT WISE & JEROME ROBBINS,1,95244,,RUSS TAMBLYN,1
Robert Wolders,3,"139678,139679,144848","None,Nonfiction - Documentary",Audrey Hepburn,3
Robert Woods,1,60975,,Bobby Woods,1
Robert Wuhl,1,72493,,Robert Wuhl,1
Robert Wyatt,1,140670,,Brian Cox,1
Robert Yannetti,1,134494,,Tara Summers,1
Robert Young,34,"10354,118233,13229,13239,132821,134696,1355,138546,148238,148601,149995,1994,20429,2090,2120,28355,40016,43077,46623,50220,53475,56672,57441,579,58212,58919,64348,64756,698,85558,89412,94588,9565,95837","Drama,None","Ronnie Corbett,John Cleese","5,9"
Robert Young (III),1,2050,,Jamie Lee Curtis,1
Robert Youngson,7,"10228,113786,118573,16841,18181,36904,38022","Documentary,None","Buster Keaton,Oliver Hardy","4,5"
Robert Z. Leonard,37,"103689,106606,115488,130465,136633,139864,14024,140606,140960,141257,14177,14184,14193,142461,14258,14331,14454,14458,14656,152600,159622,159827,159832,16023,160359,16931,17949,17953,18954,21530,29402,40153,42708,52643,80538,80539,89811","Special Interests,Musicals","Norma Shearer,Mary Boland","5,6"
Robert Zappia,1,129350,Kids & Family,Kathy Bates,1
Robert Zemeckis,94,"10118,104814,104815,11221,113821,115064,115738,11757,122870,122887,12573,126261,126751,130006,13074,132466,135293,136169,136201,142931,145366,151943,152959,18259,2082,2113,22681,23634,24346,25097,2801,2885,2889,2983,30054,30339,3267,34264,34433,38824,39732,41478,41528,41594,42753,43629,43791,44216,44473,45370,45502,45512,45551,45889,46293,46445,46685,46727,47222,49058,52634,52842,53237,54582,55394,55675,57159,58453,59268,59269,60982,61930,62675,63329,63954,63968,65593,66118,68368,69439,70630,70634,71001,71061,74162,80656,8468,86117,90756,93590,9406,95999,96630,96791","Drama,None,Kids & Family,None","Lea Thompson,Tom Hanks","17,26"
Robert Zepeda,1,94086,,Danny Romo,1
Robert Ziebell,1,110044,,Plutarco Gastelum,1
Roberta Findlay,7,"11195,117727,34312,86433,86929,88431,90131",,"James Westmoreland,Christine Moore","1,2"
Roberta Hanley,2,"117486,90370",,Guy Pearce,2
Roberta Leigh,1,154369,,Dick Vosburgh,1
Roberta Marie Munroe,1,130969,,Skyler Cooper,1
Roberta Morrell,1,149246,,,
Roberta Torre,1,77418,"Drama,None",Andrea DiStefano,1
Roberto Bangura,1,105493,,Zöe Lucker,1
Roberto Benabib,1,38566,,Penelope Ann Miller,1
Roberto Benigni,21,"113652,116930,121701,125122,24854,33697,33781,40704,4265,45055,45078,47092,48706,56031,56281,63835,67202,72810,72811,78176,78796","Drama,None","Sergio Bini Bustric,Roberto Benigni","9,18"
Roberto Bianchi Montero,4,"139493,59590,74009,84990",Romance,Ed Fury,1
Roberto Carminati,1,117726,,Bete Correia,1
Roberto Estrella Froment,1,141707,,Hector Garzon,1
Roberto Faenza,3,"115185,121109,33979",Mystery & Thrillers,Kristin Scott Thomas,1
Roberto G. Rivera,1,30288,,Isabela Corona,1
Roberto Garzelli,1,152290,"Art House,None",Annabelle Hettman,1
Roberto Gavaldón,9,"10577,106178,115271,125693,24778,33051,70657,76869,82386",Foreign,"Domingo Soler,Pedro Armendáriz","3,5"
Roberto Gavaldon,6,"120153,122056,140058,93732,94756,99307",,"Maria Felix,Victor Junco","1,2"
Roberto Gavioli,1,160830,,,
Roberto Gomez Martin,1,125568,Music Videos & Concerts,Dave Courtney,1
Roberto Guerra,2,"1364,19998",,"Hershon Guerra,Sada Thompson","1,2"
Roberto Infascelli,1,112167,Horror,Pietro Tordi,1
Roberto Lagana Manoli,1,116703,,Alberto Mastromarino,1
Roberto Malenotti,3,"45929,80808,88485",,"Sandra Milo,Robert Lamoureux","1,2"
Roberto Marroquín,1,18842,,Felicia Mercado,1
Roberto Mauri,4,"119143,64260,81814,97465","Horror,None",Brad Harris,2
Roberto Mezzabotta,1,138852,"None,Special Interests",Christopher Nissley,1
Roberto Mitrotti,1,95050,,Al Sklar,1
Roberto Montero,1,156824,"Action,None",Farley Granger,1
Roberto Monticello,3,"37216,68667,68738",,"Tony Hoty,Judith Ivey","1,2"
Roberto Olla,1,94241,,Sophia Loren,1
Roberto Pariante,1,123796,,,
Roberto Ratti,1,105786,,Jorge Vargas,1
